battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1975,1,0.6,0,19,1,34,0.8,133,2,13,547,584,1881,13,13,3,1,1,0,2
3366,1,1.9,0,7,1,18,0.5,147,3,15,1885,1404,2447,18,12,3,0,1,0,2
1701,0,2.3,1,12,1,40,0.8,185,1,12,74,1474,1453,8,16,14,1,1,0,2
3125,0,2.3,0,19,1,44,0.4,105,3,11,691,1743,3413,15,12,3,0,0,1,3
2047,1,1.1,0,1,0,13,0.3,161,7,7,616,912,1174,10,17,14,1,0,0,1
1373,0,0.8,1,0,0,7,0.3,193,4,3,1679,1485,669,17,9,18,1,0,0,0
1223,1,2.1,0,2,1,9,0.7,157,6,2,101,656,427,8,17,2,1,1,0,0
3304,1,0.7,0,14,1,47,0.6,194,3,11,720,1033,2484,15,14,2,1,1,1,2
2734,0,1.9,1,8,1,17,0.5,92,3,9,181,1300,1079,8,17,17,0,0,0,2
5996,1,1.1,1,16,1,62,0.6,111,5,17,1540,1816,3895,7,11,16,0,0,0,3
593,0,2.8,1,2,0,8,0.8,153,3,4,1807,1730,693,13,0,6,0,1,0,0
963,0,2.4,1,1,0,11,0.5,176,5,5,1263,599,309,16,15,9,1,0,1,0
1227,0,0.9,1,0,0,5,0.2,131,4,7,1770,507,444,17,11,3,0,1,0,0
1120,1,0.9,1,1,1,7,0.4,152,7,6,1673,1934,880,13,8,2,1,1,0,0
2299,0,0.9,1,1,0,16,0.2,135,4,4,449,909,2040,12,14,6,0,0,0,1
1678,1,1.2,1,13,1,63,0.6,183,8,14,730,1218,2872,9,2,15,1,1,1,2
3621,1,1.5,1,14,0,205,0.8,170,7,9,1352,1182,3617,16,6,9,0,1,1,3
2334,0,2.7,1,15,1,40,0.9,159,8,16,1910,1624,2336,8,2,10,0,1,0,2
5514,1,2.0,0,14,1,171,0.2,122,7,9,1027,1545,3199,18,4,5,0,1,0,3
1481,1,2.4,0,2,0,2,0.6,88,5,2,95,1875,472,11,5,14,0,1,0,0
1566,1,0.7,1,9,1,28,0.6,135,8,18,609,668,2556,15,5,18,0,1,1,2
3108,0,2.7,0,17,1,17,0.8,101,6,12,1256,878,2427,16,9,16,0,0,0,2
1653,1,2.0,0,14,1,19,0.6,183,4,13,128,1545,1362,9,2,8,1,1,0,2
4875,1,2.6,1,17,1,163,0.9,139,7,20,693,867,2936,12,7,16,0,1,1,3
2563,0,0.9,1,7,0,57,0.3,83,2,20,340,1712,1713,11,8,9,0,0,0,2
1753,1,1.1,1,4,0,17,0.6,164,3,7,794,911,728,10,12,16,0,0,1,1
2486,1,0.8,1,6,0,88,0.8,150,3,17,323,1585,2434,18,7,15,0,1,1,3
1755,1,2.7,0,0,1,26,0.5,167,8,4,638,1041,882,14,7,16,0,1,0,1
553,1,2.5,0,0,0,2,0.6,168,6,7,112,1666,740,14,6,4,0,0,1,0
2268,1,1.4,1,9,1,38,0.9,171,4,13,269,1653,1162,11,1,3,1,0,0,2
5798,1,1.4,0,10,1,119,1.0,186,1,15,1859,1944,2641,14,3,4,1,1,1,3
2553,1,3.0,0,10,0,245,0.7,158,7,10,1773,1506,2942,12,8,12,1,0,1,3
2222,0,1.6,0,3,0,17,0.7,150,4,5,835,1723,640,8,2,17,1,1,0,1
1934,1,0.9,0,0,1,20,0.1,138,1,5,1802,1385,1958,14,0,6,0,0,1,1
2220,0,1.3,1,0,0,30,0.8,184,5,7,1185,535,1163,12,9,8,1,0,0,1
2992,0,1.3,0,18,1,21,0.8,99,6,12,1322,824,2532,13,8,6,1,0,1,2
3465,0,2.0,0,9,1,37,0.5,176,4,15,1950,764,2724,15,4,5,0,0,1,2
2375,1,2.9,1,8,0,236,0.6,124,3,15,1379,503,2532,16,6,2,0,0,0,3
2026,1,2.4,1,17,1,42,1.0,147,4,12,43,1042,2269,9,0,16,0,1,0,2
578,1,1.0,0,3,0,3,0.8,192,4,4,1780,1891,302,7,15,7,1,0,0,0
1387,1,2.2,0,3,1,23,0.5,129,5,2,762,1809,933,6,3,17,0,1,0,1
2172,1,2.5,1,16,1,41,0.8,172,8,20,1539,1781,1229,6,1,2,1,1,1,2
3331,1,2.8,0,19,1,43,0.2,184,5,19,1900,1398,2382,14,13,6,1,1,1,2
2031,1,0.5,0,3,1,8,0.3,88,1,6,1826,1837,813,13,14,11,1,0,0,1
2338,0,2.4,0,3,1,10,0.9,143,8,6,985,525,1357,13,5,9,1,1,0,1
2349,1,1.8,1,0,1,31,0.6,97,3,3,136,668,1287,12,2,3,0,0,0,1
5010,1,1.2,1,10,1,75,0.3,194,3,19,418,1794,4086,7,6,17,0,1,0,3
2264,0,0.6,1,19,0,124,0.8,134,7,9,0,1549,2378,15,13,12,0,1,0,3
5823,0,2.3,1,16,1,174,0.8,85,8,14,1758,1048,3146,6,16,7,0,1,0,3
3010,0,1.4,0,9,0,47,0.7,123,6,20,1199,1001,2931,6,4,17,0,1,1,2
2486,0,1.6,1,0,0,30,0.7,134,6,7,445,1640,1796,7,14,12,1,0,1,1
1258,0,2.6,1,0,0,3,0.3,160,8,4,613,866,745,8,12,12,1,0,1,0
2170,1,2.5,1,1,1,18,0.4,193,7,4,887,1311,660,12,14,6,1,0,0,1
4366,1,2.2,0,19,1,156,0.9,105,2,11,1188,1668,3222,17,3,12,0,1,0,3
1832,1,2.9,0,12,1,63,0.5,188,2,11,221,1469,2645,17,12,11,0,1,1,2
2144,1,0.6,0,4,1,20,0.7,85,6,4,769,757,1916,14,0,9,1,0,0,1
793,1,2.8,1,3,0,12,0.9,168,2,7,1532,1782,283,11,12,6,1,1,0,0
1379,1,2.7,1,1,0,9,0.2,166,2,3,1587,637,919,6,5,18,0,1,0,1
2400,0,2.5,0,16,0,182,0.9,89,5,19,976,1469,2828,11,16,8,0,0,0,3
2367,0,2.8,1,1,0,10,0.5,106,6,7,705,1077,711,16,6,15,1,1,1,1
875,0,0.9,1,0,1,12,0.2,140,4,3,1386,1861,557,12,14,3,1,0,1,0
1416,1,2.5,1,1,1,12,0.5,186,1,4,1883,1467,806,7,11,3,0,1,1,0
1999,0,2.1,1,3,1,24,0.4,142,6,6,1405,1059,1970,14,14,13,1,1,1,1
2132,0,2.5,0,4,1,24,1.0,98,5,2,790,1905,1830,14,3,5,0,0,0,1
1443,1,1.5,0,1,0,25,0.6,140,2,5,124,1428,1555,10,7,16,1,1,0,1
2203,1,0.9,1,4,1,19,0.3,185,1,6,430,821,1426,6,4,10,0,0,0,1
1325,0,2.8,0,3,0,7,0.9,159,7,2,55,1481,740,16,16,10,0,1,1,0
1944,1,1.7,1,8,1,17,0.1,149,6,13,1140,1763,2480,16,1,10,1,1,0,2
2545,0,2.7,1,18,1,200,0.8,123,3,20,647,832,3084,14,12,9,1,1,0,3
2341,0,2.2,1,2,1,23,0.3,94,8,4,672,1806,532,8,8,15,0,0,1,1
1191,0,0.7,0,4,1,15,0.7,126,4,4,719,1163,1652,18,1,14,0,0,1,1
1748,1,0.5,1,3,1,30,0.7,185,7,2,1652,704,1207,10,10,18,1,1,0,1
1523,1,1.5,0,13,1,32,0.7,163,7,14,359,1329,2492,15,6,11,1,0,1,2
5424,1,2.2,0,7,1,255,0.9,148,5,8,1635,1266,2560,11,0,14,1,1,0,3
581,1,0.6,0,3,0,4,0.7,96,3,6,1569,1088,327,13,6,2,1,1,1,0
2696,1,1.1,0,8,1,27,1.0,139,5,10,254,1547,2429,17,17,14,0,1,0,2
5216,0,0.8,1,5,0,41,0.6,92,2,10,1295,896,2372,15,16,15,1,0,0,3
1082,1,2.8,1,4,1,2,0.4,184,8,4,1887,1633,402,14,12,18,0,0,1,0
3925,0,1.5,0,7,1,178,0.7,114,1,19,1870,1646,4016,9,4,3,1,0,0,3
3525,1,1.3,1,10,1,185,0.3,182,5,17,1385,1123,2663,9,15,9,0,0,0,3
732,0,2.6,0,2,1,12,0.9,130,6,7,1749,1544,911,7,17,17,0,0,1,0
3135,0,2.2,1,10,1,33,0.5,177,8,19,1382,1562,2958,11,0,12,0,0,1,2
1765,0,1.8,0,13,1,22,0.9,113,7,19,488,778,2871,11,15,15,1,1,1,2
1968,1,2.8,0,1,1,30,0.3,101,2,2,1492,1801,2004,10,7,3,0,1,0,1
3049,0,0.8,1,6,1,33,0.9,148,5,8,1694,526,3186,17,13,7,1,0,0,3
1289,0,0.9,1,0,1,15,0.4,160,2,2,1508,879,677,7,14,19,0,1,1,0
3091,1,0.8,0,15,1,31,0.5,149,1,14,1593,964,1524,7,8,12,0,1,1,2
2653,0,2.9,1,7,1,62,0.6,195,6,17,266,755,4031,10,16,17,1,1,0,3
675,1,1.5,1,0,1,13,0.4,180,3,4,963,1855,593,16,4,11,0,0,1,0
1027,0,2.8,0,1,1,15,0.1,88,3,6,496,1737,496,9,4,11,1,1,0,0
1603,0,0.6,0,7,1,35,0.7,138,7,10,1394,964,2554,8,8,14,0,0,0,2
2101,0,2.8,0,7,1,48,0.6,129,5,10,1529,906,2804,16,4,9,1,0,0,2
1561,1,0.6,1,4,1,13,0.6,120,6,2,1628,720,916,9,4,3,1,1,0,1
747,0,2.0,0,0,1,3,0.7,93,7,3,1352,1559,529,17,16,18,0,1,0,0
3528,0,2.2,1,16,1,46,0.6,153,6,19,100,1505,3426,5,9,17,1,0,1,3
1815,1,2.5,0,3,1,12,0.9,153,5,4,1946,781,925,18,3,15,1,1,0,1
1824,1,1.0,1,1,0,31,0.7,163,7,7,405,768,1047,13,9,8,1,1,1,1
2029,0,2.7,0,5,1,26,0.5,170,8,8,686,1085,2742,8,13,16,0,1,1,2
1926,1,1.5,0,5,1,46,0.5,167,6,9,1059,1070,1774,13,10,2,1,1,1,2
2321,1,2.3,1,5,0,62,0.4,90,7,17,157,1385,2171,8,6,5,1,1,1,2
1428,0,0.8,0,0,0,6,0.6,193,4,6,1129,1807,743,9,0,16,1,1,1,0
1502,0,2.2,0,4,1,28,0.9,110,6,5,1053,674,1386,9,16,14,0,0,1,1
2386,1,1.0,0,3,0,11,0.6,83,4,5,1084,1790,554,10,11,15,0,0,0,1
1286,0,1.7,1,1,0,11,0.9,172,3,6,679,1258,732,13,7,7,1,1,1,0
1633,1,1.9,0,2,0,23,0.7,137,7,7,1665,1003,1054,5,10,18,1,0,1,1
923,0,2.4,1,2,0,14,1.0,162,7,3,243,1102,653,12,4,15,1,0,1,0
1301,0,1.7,0,4,0,15,0.4,92,2,5,424,1576,564,5,6,16,1,0,1,0
2305,1,2.0,1,4,1,15,0.8,95,1,3,1300,1281,1872,15,11,8,1,0,1,1
688,1,2.8,1,1,1,6,0.2,112,6,2,990,1068,766,17,9,15,1,1,1,0
1129,1,2.0,1,1,1,27,0.6,90,4,5,621,668,1582,8,0,11,0,0,1,1
3856,0,1.5,1,7,1,64,0.7,198,1,19,1208,951,2262,5,2,15,1,0,0,3
2220,0,2.2,0,4,1,26,0.8,164,2,6,717,1407,1636,16,4,19,1,1,0,1
5424,1,0.5,0,13,1,190,0.6,190,3,12,1242,1144,2256,10,3,6,1,0,0,3
1374,1,1.8,1,2,0,5,0.9,86,1,3,1606,1227,940,16,0,13,1,1,1,0
1084,1,0.8,0,3,0,11,0.4,198,3,4,1361,1446,1961,12,15,5,0,0,1,1
1925,0,2.1,0,0,1,29,0.3,120,3,5,1460,935,1634,14,6,15,0,0,1,1
2281,0,2.7,0,4,0,15,0.3,149,5,7,86,565,2001,6,4,6,1,0,1,1
3999,1,1.8,0,13,0,68,0.7,125,1,16,1462,1131,3293,11,1,4,1,0,1,3
1506,0,1.8,0,15,0,34,0.9,165,2,14,1265,733,2812,12,16,5,0,0,0,2
2711,1,1.0,0,9,1,59,0.2,131,8,18,316,1713,2949,7,7,10,0,0,1,2
1162,1,1.1,1,2,0,14,0.4,110,1,6,1677,554,535,13,0,15,1,0,1,0
3326,1,2.1,1,14,1,56,0.8,140,5,10,1886,951,2610,15,12,11,1,0,1,2
1758,0,2.8,1,6,1,18,0.2,86,6,18,1209,1173,1356,14,1,5,0,0,1,2
1297,1,2.6,0,0,1,29,0.7,171,4,3,721,891,1764,14,14,5,1,1,1,1
3499,1,0.9,0,17,1,102,0.6,129,4,18,1797,1050,2230,14,9,19,0,1,1,3
1290,1,2.0,1,1,0,8,0.7,87,8,3,620,1619,1005,7,16,15,0,0,0,0
1179,0,2.5,0,3,0,3,0.3,168,5,2,972,816,662,11,3,16,0,1,0,0
2168,1,1.9,1,4,0,15,0.5,126,5,2,485,1040,1143,14,4,15,0,1,0,1
1998,1,2.6,1,4,0,20,0.7,187,8,4,164,1586,1037,16,12,15,0,1,0,1
3186,1,1.5,0,6,1,61,0.3,114,6,16,848,1311,2264,5,12,16,0,0,0,2
1221,0,1.4,0,0,1,24,0.6,84,2,2,1294,1632,1545,9,7,17,1,0,1,1
2464,1,2.1,1,4,0,8,0.4,91,2,3,1947,919,1758,5,6,12,0,1,1,1
4685,1,2.5,1,18,1,112,0.4,195,4,8,577,1414,2391,16,2,10,0,1,1,3
2162,1,1.2,1,2,1,27,0.6,122,4,2,226,1623,966,16,0,15,0,1,0,1
4412,0,1.2,0,12,0,193,0.8,137,8,15,1715,1698,3072,9,7,5,0,0,1,3
817,0,1.9,0,4,0,10,0.2,80,5,7,1598,975,386,14,10,3,1,0,1,0
1462,1,2.4,1,0,1,6,0.5,199,6,5,1630,624,983,14,2,6,1,0,1,0
3367,1,1.6,0,12,1,51,0.9,183,4,18,142,1069,2722,18,13,17,0,1,0,2
1586,1,0.5,0,16,1,50,0.3,182,4,15,1405,1380,2254,16,4,4,0,1,0,2
3718,1,0.9,0,12,0,240,0.1,147,1,18,1812,1476,3731,10,11,8,1,0,0,3
1667,0,0.6,1,4,0,28,0.7,124,4,7,909,1755,1428,6,14,4,0,0,1,1
1223,1,0.9,0,4,0,12,0.5,156,8,2,431,1293,1683,10,9,15,0,0,0,1
4459,1,1.9,0,17,1,166,0.7,189,1,9,1075,581,3046,15,1,17,0,0,1,3
649,0,1.9,0,2,0,7,0.3,179,5,5,1615,1029,614,7,15,6,0,0,1,0
1583,0,1.1,1,7,1,43,0.7,125,8,12,1517,1368,1026,14,12,18,0,0,0,2
1209,1,2.9,1,2,0,14,0.4,150,3,3,231,1150,1617,6,9,19,0,0,0,1
5088,0,1.2,0,17,1,81,0.5,83,4,19,583,1198,2550,12,16,15,0,1,0,3
4005,0,2.4,1,6,1,59,0.5,130,3,10,1873,775,3567,14,4,15,1,0,0,3
1242,1,2.0,1,3,0,11,0.2,107,1,3,308,1670,1762,6,3,14,0,0,0,1
1107,0,0.7,0,3,1,14,0.6,185,2,7,1884,571,486,18,11,17,0,0,0,0
1100,0,2.8,0,1,1,3,0.4,156,2,5,1115,527,842,17,1,14,0,0,1,0
775,1,2.0,0,1,0,3,0.1,124,3,5,1290,817,806,5,10,2,1,0,1,0
3637,0,2.1,1,11,1,125,0.4,105,1,14,661,1854,2933,13,12,3,1,1,1,3
5653,0,2.5,0,19,1,109,0.7,149,3,17,1027,516,3705,7,17,5,1,0,0,3
3723,0,1.2,0,12,1,58,0.8,181,8,9,1103,1162,2609,5,0,18,1,1,0,3
2833,1,2.5,0,17,1,176,0.8,182,7,18,1060,1128,2298,16,1,2,0,0,1,3
2443,1,1.9,1,3,0,17,0.7,128,8,7,452,1299,554,14,12,5,1,1,0,1
2898,0,2.8,0,15,1,212,0.3,183,5,20,983,599,2879,14,10,11,0,0,1,3
2041,1,2.0,0,19,1,49,0.5,142,8,8,6,712,1817,13,15,7,0,1,1,2
1247,0,2.1,1,2,1,11,0.7,104,4,2,1912,597,836,10,16,16,0,0,0,0
1487,0,1.3,1,3,1,6,0.3,109,8,5,1299,1826,910,15,4,14,0,0,1,0
2687,1,2.2,1,13,1,49,0.1,89,1,9,21,1639,2225,6,14,15,0,0,0,2
2220,1,2.0,0,18,1,53,0.6,145,8,18,344,1190,2139,14,14,4,0,1,1,2
1081,0,0.5,0,3,0,6,0.8,173,4,4,1763,1535,919,7,8,7,1,0,0,0
4142,0,0.7,1,8,1,137,0.4,185,1,14,290,1795,2105,9,0,11,1,1,1,3
1588,1,2.6,0,5,0,48,0.2,158,8,17,803,1408,1048,8,14,2,0,0,1,2
3308,0,0.8,0,6,1,62,0.3,186,7,8,1067,1041,2866,18,0,6,0,0,0,3
1598,1,0.8,1,0,1,9,0.8,116,1,6,1205,582,911,7,12,7,0,0,0,1
2479,0,3.0,0,17,1,195,0.7,87,2,19,311,1549,3402,18,2,9,1,0,1,3
2493,0,2.8,1,2,1,11,0.3,155,2,7,691,546,1175,6,7,18,1,0,0,1
5598,0,2.8,1,10,1,236,0.3,117,3,10,1480,1876,3239,17,16,6,1,0,0,3
3446,0,1.9,0,9,1,60,0.2,179,3,15,377,572,2025,7,6,6,0,1,0,2
2874,0,1.4,1,11,0,111,0.5,144,6,14,1628,514,3188,13,13,8,0,0,1,3
5382,1,0.6,0,8,1,45,0.4,170,3,12,245,1853,2729,5,2,19,1,0,1,3
1019,1,1.7,1,3,0,12,0.2,191,8,6,936,1877,1755,17,11,3,1,0,0,1
4711,1,2.2,0,11,1,189,0.2,83,7,8,819,988,3569,7,2,2,1,1,0,3
531,0,2.5,1,4,0,5,0.2,132,5,6,1032,1785,559,7,8,17,1,1,0,0
1941,0,2.0,0,2,1,17,0.8,183,2,2,1768,1183,2026,9,0,19,1,1,1,1
2734,1,1.8,1,16,1,253,0.1,174,4,14,1177,1123,3592,15,1,8,1,1,0,3
1066,0,2.8,1,1,1,7,0.3,196,5,2,1777,759,991,7,11,15,0,0,1,0
512,0,2.6,0,3,0,8,0.3,109,5,2,1838,553,416,9,11,9,0,1,1,0
3841,0,2.2,1,17,1,170,0.7,169,2,16,656,568,3226,13,7,5,0,0,0,3
1359,1,0.9,1,1,1,2,0.4,173,2,6,1475,1018,875,10,12,11,0,1,0,0
3391,1,2.8,0,7,1,95,0.9,108,2,14,575,1292,2681,9,13,17,0,0,0,3
1766,1,0.7,0,5,0,25,0.8,198,7,17,735,1403,1161,14,4,16,0,1,1,2
1098,1,2.0,0,1,1,8,0.2,195,8,6,960,903,893,7,9,7,0,0,1,0
1476,0,2.6,1,3,1,15,0.9,157,6,5,439,1684,731,9,17,6,1,1,1,0
2489,0,2.0,0,0,0,15,0.5,108,2,3,205,1382,747,18,11,4,0,0,1,1
1622,1,2.2,0,9,1,46,0.1,185,5,13,197,916,2316,14,8,15,1,0,1,2
3258,1,3.0,1,12,1,62,0.2,156,4,19,1946,1542,1097,9,13,12,1,0,1,2
1055,1,2.1,0,3,1,10,0.2,190,5,5,1882,659,856,6,3,15,0,0,1,0
3972,0,1.9,0,12,1,182,0.6,196,4,16,860,1020,3277,13,10,4,0,1,0,3
3177,0,0.9,0,16,1,247,1.0,155,7,12,236,670,3140,15,2,8,1,1,1,3
1737,0,2.0,0,1,0,26,0.9,146,6,6,1094,632,1432,15,11,17,1,0,1,1
3877,1,2.2,1,14,1,105,1.0,108,5,12,435,1862,3369,13,4,16,1,0,1,3
1855,0,2.5,0,1,0,30,0.9,106,1,7,1607,861,1367,7,1,7,0,0,1,1
2496,0,2.7,0,11,1,107,0.5,173,1,19,1845,522,3177,17,0,9,1,0,1,3
3305,1,3.0,1,9,1,58,0.6,184,7,18,1084,733,2729,10,4,5,1,1,0,2
1722,0,2.2,1,14,1,25,0.9,85,7,14,411,1853,2282,10,3,5,0,0,1,2
2841,1,1.0,1,6,1,22,0.4,157,7,9,1298,983,1924,9,1,18,1,1,0,2
3383,0,2.6,1,8,0,192,0.5,82,1,11,279,825,3829,16,13,6,0,0,0,3
4299,0,1.6,0,14,1,58,0.2,95,2,20,1589,1094,2114,18,3,3,0,1,1,3
2077,1,1.3,0,9,1,51,0.5,174,2,11,1654,1938,1428,15,14,4,1,0,0,2
2703,1,1.5,0,8,0,199,0.6,147,4,13,1635,1619,3383,6,9,14,1,1,0,3
2301,0,1.0,0,3,1,31,0.2,103,8,5,1078,1732,1940,6,16,5,1,0,1,1
2992,0,2.0,1,9,0,180,0.4,190,4,19,62,1013,3141,14,7,11,0,0,0,3
1085,1,0.6,1,0,0,14,0.6,174,8,7,5,1448,291,15,15,10,0,0,1,0
1634,0,1.7,1,1,0,25,0.9,190,3,5,350,1346,1755,16,5,6,1,1,0,1
2545,0,0.8,1,19,1,17,0.7,158,5,10,1422,1615,2768,10,8,2,0,0,1,2
2032,0,2.1,0,0,0,12,0.7,177,8,5,1035,1486,1912,14,3,7,1,0,0,1
5968,1,2.9,1,17,1,235,0.6,194,5,13,1448,1240,3829,7,9,13,1,0,0,3
2018,1,2.1,0,2,1,17,0.6,176,1,5,1650,1909,1438,9,2,16,0,1,0,1
1356,0,1.2,0,3,0,13,0.2,106,3,7,354,854,649,13,0,15,0,0,1,1
560,1,1.3,1,1,0,14,0.4,184,2,6,1287,1942,989,5,4,8,1,1,1,0
2443,1,1.8,1,17,1,240,0.7,133,8,20,592,1042,2462,17,14,3,0,1,0,3
4443,1,1.2,1,8,1,231,0.4,84,4,10,649,1843,3991,9,14,2,1,0,0,3
1813,1,1.5,1,1,1,9,0.6,151,3,3,1854,1682,639,17,10,7,1,0,0,1
1589,1,1.0,1,18,1,62,0.4,176,3,11,140,813,2793,18,16,6,1,0,0,2
2840,0,0.6,0,8,1,31,0.6,195,6,17,1096,1048,1759,18,15,4,1,0,0,2
2690,1,1.5,0,11,1,111,0.6,103,7,8,959,1273,2619,5,7,9,0,0,1,3
958,1,2.4,0,1,1,4,1.0,133,2,7,1663,1875,599,10,16,13,1,1,1,0
2205,1,2.5,1,19,1,24,0.4,190,6,14,267,1759,1594,5,9,18,1,1,0,2
2758,1,1.3,1,13,1,38,0.8,183,3,17,331,1479,2390,16,10,12,0,0,0,2
1020,0,0.9,0,0,1,21,1.0,109,3,3,462,1780,1004,14,5,2,1,0,1,1
5177,1,1.1,0,12,1,62,0.1,112,4,11,142,1878,3020,10,8,19,0,1,0,3
1984,1,2.8,0,7,1,40,0.5,178,1,8,970,1370,1063,11,3,7,0,1,0,2
1274,0,1.1,1,3,0,3,0.7,147,5,4,195,1722,571,8,4,6,0,1,0,0
1390,1,0.9,1,3,1,12,0.8,118,8,6,1055,679,351,10,3,19,1,0,0,0
676,1,1.3,1,0,0,8,0.6,118,6,5,1321,850,663,13,4,13,1,0,1,0
2159,1,1.3,1,7,0,238,0.5,131,7,9,478,1635,2804,5,4,19,1,0,0,3
909,1,2.4,1,4,0,9,0.1,117,8,3,877,1026,368,15,12,8,1,1,1,0
3185,1,2.0,0,13,1,172,0.8,97,5,18,445,1588,2606,8,5,13,0,0,1,3
1829,0,2.8,0,7,0,18,0.7,96,6,8,767,875,1848,17,9,8,1,0,1,2
3919,0,1.7,1,15,1,95,0.9,150,4,16,1955,576,3847,13,3,2,0,0,0,3
1043,1,1.7,1,4,1,2,0.9,151,8,2,587,1845,377,17,10,3,1,0,1,0
3129,0,1.8,0,19,1,40,0.7,160,1,17,1320,810,1042,14,10,18,0,1,1,2
4711,0,1.8,1,7,0,252,0.4,167,8,12,1275,871,2800,9,5,15,0,0,0,3
3414,0,0.9,1,8,1,61,0.6,160,5,8,21,1093,2584,15,15,13,0,1,1,2
620,1,2.5,1,1,0,12,0.6,117,7,2,596,1114,859,6,13,10,1,0,0,0
1402,0,2.0,0,4,1,5,0.4,186,7,4,373,1000,379,14,12,13,1,0,0,0
3382,1,2.6,1,17,1,20,0.6,137,5,19,86,1255,3040,15,13,10,1,0,0,2
2398,0,1.7,0,1,1,18,0.8,85,5,7,10,1684,1653,6,10,19,0,1,0,1
2864,0,0.9,0,9,1,162,0.4,94,3,17,1785,1166,2431,17,8,18,1,1,1,3
2030,0,1.2,1,0,1,17,0.8,135,2,7,1525,1397,943,15,6,9,0,0,0,1
3202,0,1.9,0,6,1,117,0.5,108,8,8,143,1261,3473,17,5,8,0,0,1,3
5128,1,2.4,0,13,0,33,1.0,125,8,9,139,765,2851,15,9,4,0,1,1,3
1924,0,0.6,0,0,1,8,0.4,144,2,4,382,582,540,12,8,8,0,1,1,1
1160,1,1.3,0,3,1,10,0.7,116,5,4,738,1481,864,5,9,17,1,1,1,0
3614,1,1.7,1,17,0,80,0.1,164,3,20,1560,1356,2795,10,13,12,1,0,0,3
509,0,0.7,1,2,0,4,0.5,121,4,7,1577,1490,766,16,4,15,1,1,0,0
4160,1,0.7,1,7,1,157,0.1,106,7,11,572,1289,3682,15,0,5,0,0,1,3
2904,0,0.9,1,14,1,57,0.3,97,5,8,137,1189,1100,16,13,3,1,0,1,2
3426,0,2.9,1,15,1,21,0.3,170,7,16,273,1389,1494,18,9,3,1,0,0,2
991,1,2.7,0,0,0,2,0.1,127,7,7,847,738,819,18,1,18,1,0,1,0
1089,0,2.3,1,1,1,14,0.5,150,2,6,1382,1810,527,12,15,13,1,0,0,0
1228,0,2.2,0,1,0,13,0.3,156,2,6,1377,743,1708,5,2,8,1,0,1,1
3175,0,1.5,1,7,1,89,0.8,131,3,10,100,1085,2659,16,14,4,0,1,0,3
4407,0,1.7,0,12,1,158,0.2,129,3,10,1610,697,3406,6,8,19,1,1,0,3
1938,1,2.0,0,4,0,19,0.2,110,1,6,1457,1942,1296,17,8,4,0,1,0,1
3759,0,1.3,0,18,1,78,1.0,185,7,17,1088,1069,2181,17,8,3,0,1,0,3
2322,1,2.6,1,4,0,31,0.5,142,4,6,1933,899,1609,11,16,7,0,1,0,1
704,1,0.7,0,1,1,10,1.0,129,3,5,1628,1953,349,10,15,4,1,1,1,0
5935,1,1.8,0,11,1,193,0.3,191,3,20,1925,679,3183,11,11,7,1,0,0,3
2802,0,2.8,1,19,1,22,0.2,197,3,20,1610,1325,2095,9,14,12,1,0,0,2
718,0,2.6,1,0,1,6,0.2,123,4,7,1467,1389,946,17,11,13,1,1,1,0
4108,0,1.7,1,6,0,89,0.9,146,7,13,420,855,2256,15,3,19,0,1,0,3
2299,0,2.8,1,12,1,218,0.4,105,1,9,850,1073,2439,6,13,13,1,1,0,3
1087,1,2.3,0,1,1,8,0.4,135,7,6,805,780,793,18,13,8,1,1,1,0
2404,1,2.6,1,0,1,26,0.7,128,3,5,1572,698,925,12,12,18,0,0,1,1
4705,1,2.6,0,13,1,62,0.7,169,1,9,1001,1611,3921,11,2,7,1,0,0,3
1745,0,2.0,1,0,0,14,0.4,131,4,3,542,867,1552,9,17,16,0,0,1,1
2434,1,1.9,1,9,1,17,0.5,104,5,18,1519,855,1137,7,12,4,0,1,1,2
897,0,1.5,0,3,1,9,0.4,166,4,5,1836,1576,768,11,2,13,1,0,0,0
3194,0,2.3,1,16,1,49,0.7,165,3,16,1307,1559,2447,12,10,2,1,0,1,2
580,1,2.9,0,4,0,13,0.5,156,6,2,1752,1229,888,6,5,16,1,1,1,0
2281,1,1.3,1,19,1,53,0.8,119,8,15,1935,1547,1667,18,5,19,0,1,1,2
2485,0,1.0,0,13,1,43,0.8,186,6,20,1106,968,2567,11,2,6,0,1,0,2
1511,0,2.9,0,0,1,21,0.4,131,5,3,176,1774,1957,17,1,9,0,0,0,1
820,0,1.0,0,0,0,12,0.7,137,2,7,42,1540,270,10,2,15,0,0,1,0
2455,0,2.3,1,0,1,24,0.1,186,6,3,520,1719,767,17,15,4,0,0,1,1
2765,0,0.5,0,5,1,147,1.0,110,1,11,1176,803,3608,10,2,15,1,0,0,3
1517,1,1.6,1,2,0,15,1.0,167,8,7,667,732,2007,13,4,17,0,0,0,1
1000,0,1.5,0,4,0,11,0.6,168,4,2,1471,1072,480,9,10,13,0,1,1,0
4172,1,1.5,0,17,1,227,0.1,122,3,17,974,1943,2190,17,10,18,1,1,0,3
1566,1,2.0,0,3,0,21,0.5,123,3,4,287,1027,694,15,11,14,1,1,0,1
